,city_name,city_avg_wait,store_location,location_wait
203,Dallas/Fort Worth,12,Lewisville,15
204,Dallas/Fort Worth,12,McKinney,10
205,Dallas/Fort Worth,12,N Fort Worth,15
206,Dallas/Fort Worth,12,Rockwall,10
207,Dallas/Fort Worth,12,Southlake,10
208,Dallas/Fort Worth,12,W Plano,15
209,Las Vegas,8,SW Henderson (Saint Rose Pkwy),10
210,Las Vegas,8,Henderson (Marks St),10
211,Las Vegas,8,Summerlin,5
212,Las Vegas,8,Centennial,10
213,Las Vegas,8,Las Vegas Business Center,5
214,San Diego,9,Carlsbad,5
215,San Diego,9,Carmel Mountain,10
216,San Diego,9,Chula Vista,1
217,San Diego,9,El Centro,20
218,San Diego,9,La Mesa,10
219,San Diego,9,La Quinta,10
220,San Diego,9,Mission Valley,10
221,San Diego,9,Morena,5
222,San Diego,9,Palm Desert,5
223,San Diego,9,Poway,5
224,San Diego,9,Rancho Del Rey,15
225,San Diego,9,San Diego Business Center,5
226,San Diego,9,San Marcos,5
227,San Diego,9,Santee,15
228,San Diego,9,SE San Diego,20
229,San Diego,9,Vista,10
